Time,Temp. (Degree Celcius)
20-Sep-2017 09:00 pm to 20-Sep-2017 10:00 pm,29
20-Sep-2017 10:00 pm to 20-Sep-2017 11:00 pm,29.17
20-Sep-2017 11:00 pm to 21-Sep-2017 12:00 am,29.04
21-Sep-2017 12:00 am to 21-Sep-2017 01:00 am,28.67
21-Sep-2017 01:00 am to 21-Sep-2017 02:00 am,28.69
21-Sep-2017 02:00 am to 21-Sep-2017 03:00 am,28.6
21-Sep-2017 03:00 am to 21-Sep-2017 04:00 am,28.61
21-Sep-2017 04:00 am to 21-Sep-2017 05:00 am,27.96
21-Sep-2017 05:00 am to 21-Sep-2017 06:00 am,27.91
21-Sep-2017 06:00 am to 21-Sep-2017 07:00 am,28.72
21-Sep-2017 07:00 am to 21-Sep-2017 08:00 am,29.85
21-Sep-2017 08:00 am to 21-Sep-2017 09:00 am,31.97
21-Sep-2017 09:00 am to 21-Sep-2017 10:00 am,34.23
21-Sep-2017 10:00 am to 21-Sep-2017 11:00 am,34.37
21-Sep-2017 11:00 am to 21-Sep-2017 12:00 pm,33.02
21-Sep-2017 12:00 pm to 21-Sep-2017 01:00 pm,32.49
21-Sep-2017 01:00 pm to 21-Sep-2017 02:00 pm,34.28
21-Sep-2017 02:00 pm to 21-Sep-2017 03:00 pm,31.65
21-Sep-2017 03:00 pm to 21-Sep-2017 04:00 pm,32.86
21-Sep-2017 04:00 pm to 21-Sep-2017 05:00 pm,33.08
21-Sep-2017 05:00 pm to 21-Sep-2017 06:00 pm,31.38
21-Sep-2017 06:00 pm to 21-Sep-2017 07:00 pm,31.2
21-Sep-2017 07:00 pm to 21-Sep-2017 08:00 pm,30.86
21-Sep-2017 08:00 pm to 21-Sep-2017 09:00 pm,30.3
21-Sep-2017 09:00 pm to 21-Sep-2017 10:00 pm,29.98
21-Sep-2017 10:00 pm to 21-Sep-2017 11:00 pm,29.85
21-Sep-2017 11:00 pm to 22-Sep-2017 12:00 am,29.5
22-Sep-2017 12:00 am to 22-Sep-2017 01:00 am,29.26
22-Sep-2017 01:00 am to 22-Sep-2017 02:00 am,28.97
22-Sep-2017 02:00 am to 22-Sep-2017 03:00 am,28.69
22-Sep-2017 03:00 am to 22-Sep-2017 04:00 am,28.58
22-Sep-2017 04:00 am to 22-Sep-2017 05:00 am,28.68
22-Sep-2017 05:00 am to 22-Sep-2017 06:00 am,28.79
22-Sep-2017 06:00 am to 22-Sep-2017 07:00 am,28.86
22-Sep-2017 07:00 am to 22-Sep-2017 08:00 am,30.38
22-Sep-2017 08:00 am to 22-Sep-2017 09:00 am,32.15
22-Sep-2017 09:00 am to 22-Sep-2017 10:00 am,34.06
22-Sep-2017 10:00 am to 22-Sep-2017 11:00 am,33.42
22-Sep-2017 11:00 am to 22-Sep-2017 12:00 pm,34.59
22-Sep-2017 12:00 pm to 22-Sep-2017 01:00 pm,33.85
22-Sep-2017 01:00 pm to 22-Sep-2017 02:00 pm,34.08
22-Sep-2017 02:00 pm to 22-Sep-2017 03:00 pm,35.42
22-Sep-2017 03:00 pm to 22-Sep-2017 04:00 pm,34.74
22-Sep-2017 04:00 pm to 22-Sep-2017 05:00 pm,34.35
22-Sep-2017 05:00 pm to 22-Sep-2017 06:00 pm,33.2
22-Sep-2017 06:00 pm to 22-Sep-2017 07:00 pm,32.23
22-Sep-2017 07:00 pm to 22-Sep-2017 08:00 pm,32.41
22-Sep-2017 08:00 pm to 22-Sep-2017 09:00 pm,31.29
22-Sep-2017 09:00 pm to 22-Sep-2017 10:00 pm,31.03
22-Sep-2017 10:00 pm to 22-Sep-2017 11:00 pm,30.82
22-Sep-2017 11:00 pm to 23-Sep-2017 12:00 am,30.35
23-Sep-2017 12:00 am to 23-Sep-2017 01:00 am,29.77
23-Sep-2017 01:00 am to 23-Sep-2017 02:00 am,29.27
23-Sep-2017 02:00 am to 23-Sep-2017 03:00 am,29.05
23-Sep-2017 03:00 am to 23-Sep-2017 04:00 am,28.62
23-Sep-2017 04:00 am to 23-Sep-2017 05:00 am,28.58
23-Sep-2017 05:00 am to 23-Sep-2017 06:00 am,28.55
23-Sep-2017 06:00 am to 23-Sep-2017 07:00 am,28.69
23-Sep-2017 07:00 am to 23-Sep-2017 08:00 am,30.41
23-Sep-2017 08:00 am to 23-Sep-2017 09:00 am,31.18
23-Sep-2017 09:00 am to 23-Sep-2017 10:00 am,31.88
23-Sep-2017 10:00 am to 23-Sep-2017 11:00 am,33.71
23-Sep-2017 11:00 am to 23-Sep-2017 12:00 pm,33.67
23-Sep-2017 12:00 pm to 23-Sep-2017 01:00 pm,35.08
23-Sep-2017 01:00 pm to 23-Sep-2017 02:00 pm,34.91
23-Sep-2017 02:00 pm to 23-Sep-2017 03:00 pm,35.32
23-Sep-2017 03:00 pm to 23-Sep-2017 04:00 pm,35.25
23-Sep-2017 04:00 pm to 23-Sep-2017 05:00 pm,34.5
23-Sep-2017 05:00 pm to 23-Sep-2017 06:00 pm,34.08
23-Sep-2017 06:00 pm to 23-Sep-2017 07:00 pm,33.33
23-Sep-2017 07:00 pm to 23-Sep-2017 08:00 pm,31.6
23-Sep-2017 08:00 pm to 23-Sep-2017 09:00 pm,30.71
23-Sep-2017 09:00 pm to 23-Sep-2017 10:00 pm,30.05
23-Sep-2017 10:00 pm to 23-Sep-2017 11:00 pm,28.97
23-Sep-2017 11:00 pm to 24-Sep-2017 12:00 am,28.27
24-Sep-2017 12:00 am to 24-Sep-2017 01:00 am,28.58
24-Sep-2017 01:00 am to 24-Sep-2017 02:00 am,28.5
24-Sep-2017 02:00 am to 24-Sep-2017 03:00 am,28.74
24-Sep-2017 03:00 am to 24-Sep-2017 04:00 am,27.53
24-Sep-2017 04:00 am to 24-Sep-2017 05:00 am,27.81
24-Sep-2017 05:00 am to 24-Sep-2017 06:00 am,28.57
24-Sep-2017 06:00 am to 24-Sep-2017 07:00 am,29.84
24-Sep-2017 07:00 am to 24-Sep-2017 08:00 am,31.32
24-Sep-2017 08:00 am to 24-Sep-2017 09:00 am,32.43
24-Sep-2017 09:00 am to 24-Sep-2017 10:00 am,33.73
24-Sep-2017 10:00 am to 24-Sep-2017 11:00 am,34.49
24-Sep-2017 11:00 am to 24-Sep-2017 12:00 pm,34.47
24-Sep-2017 12:00 pm to 24-Sep-2017 01:00 pm,35.94
24-Sep-2017 01:00 pm to 24-Sep-2017 02:00 pm,35.26
24-Sep-2017 02:00 pm to 24-Sep-2017 03:00 pm,35.21
24-Sep-2017 03:00 pm to 24-Sep-2017 04:00 pm,36
24-Sep-2017 04:00 pm to 24-Sep-2017 05:00 pm,35.61
24-Sep-2017 05:00 pm to 24-Sep-2017 06:00 pm,35.09
24-Sep-2017 06:00 pm to 24-Sep-2017 07:00 pm,34.11
24-Sep-2017 07:00 pm to 24-Sep-2017 08:00 pm,33.28
24-Sep-2017 08:00 pm to 24-Sep-2017 09:00 pm,32.94
24-Sep-2017 09:00 pm to 24-Sep-2017 10:00 pm,31.54
24-Sep-2017 10:00 pm to 24-Sep-2017 11:00 pm,32.36
24-Sep-2017 11:00 pm to 25-Sep-2017 12:00 am,31.61
25-Sep-2017 12:00 am to 25-Sep-2017 01:00 am,31.45
25-Sep-2017 01:00 am to 25-Sep-2017 02:00 am,30.49
25-Sep-2017 02:00 am to 25-Sep-2017 03:00 am,30.4
25-Sep-2017 03:00 am to 25-Sep-2017 04:00 am,30.8
25-Sep-2017 04:00 am to 25-Sep-2017 05:00 am,30
25-Sep-2017 05:00 am to 25-Sep-2017 06:00 am,29.92
25-Sep-2017 06:00 am to 25-Sep-2017 07:00 am,30.24
25-Sep-2017 07:00 am to 25-Sep-2017 08:00 am,31.73
25-Sep-2017 08:00 am to 25-Sep-2017 09:00 am,33.85
25-Sep-2017 09:00 am to 25-Sep-2017 10:00 am,33.9
25-Sep-2017 10:00 am to 25-Sep-2017 11:00 am,34.16
25-Sep-2017 11:00 am to 25-Sep-2017 12:00 pm,34.22
25-Sep-2017 12:00 pm to 25-Sep-2017 01:00 pm,35.45
25-Sep-2017 01:00 pm to 25-Sep-2017 02:00 pm,36.75
25-Sep-2017 02:00 pm to 25-Sep-2017 03:00 pm,37.03
25-Sep-2017 03:00 pm to 25-Sep-2017 04:00 pm,35.67
25-Sep-2017 04:00 pm to 25-Sep-2017 05:00 pm,34.58
25-Sep-2017 05:00 pm to 25-Sep-2017 06:00 pm,34.18
25-Sep-2017 06:00 pm to 25-Sep-2017 07:00 pm,33.38
25-Sep-2017 07:00 pm to 25-Sep-2017 08:00 pm,32.88
25-Sep-2017 08:00 pm to 25-Sep-2017 09:00 pm,31.39
25-Sep-2017 09:00 pm to 25-Sep-2017 10:00 pm,30.67
25-Sep-2017 10:00 pm to 25-Sep-2017 11:00 pm,30.52
25-Sep-2017 11:00 pm to 26-Sep-2017 12:00 am,30.63
26-Sep-2017 12:00 am to 26-Sep-2017 01:00 am,30.55
26-Sep-2017 01:00 am to 26-Sep-2017 02:00 am,29.39
26-Sep-2017 02:00 am to 26-Sep-2017 03:00 am,29.41
26-Sep-2017 03:00 am to 26-Sep-2017 04:00 am,29.81
26-Sep-2017 04:00 am to 26-Sep-2017 05:00 am,27.16
26-Sep-2017 05:00 am to 26-Sep-2017 06:00 am,27.59
26-Sep-2017 06:00 am to 26-Sep-2017 07:00 am,28.75
26-Sep-2017 07:00 am to 26-Sep-2017 08:00 am,29.56
26-Sep-2017 08:00 am to 26-Sep-2017 09:00 am,31.57
26-Sep-2017 09:00 am to 26-Sep-2017 10:00 am,33.09
26-Sep-2017 10:00 am to 26-Sep-2017 11:00 am,34.28
26-Sep-2017 11:00 am to 26-Sep-2017 12:00 pm,36.29
26-Sep-2017 12:00 pm to 26-Sep-2017 01:00 pm,35.68
26-Sep-2017 01:00 pm to 26-Sep-2017 02:00 pm,36.14
26-Sep-2017 02:00 pm to 26-Sep-2017 03:00 pm,33.34
26-Sep-2017 03:00 pm to 26-Sep-2017 04:00 pm,31.14
26-Sep-2017 04:00 pm to 26-Sep-2017 05:00 pm,30.64
26-Sep-2017 05:00 pm to 26-Sep-2017 06:00 pm,30.53
26-Sep-2017 06:00 pm to 26-Sep-2017 07:00 pm,30.53
26-Sep-2017 07:00 pm to 26-Sep-2017 08:00 pm,30.19
26-Sep-2017 08:00 pm to 26-Sep-2017 09:00 pm,29.9
26-Sep-2017 09:00 pm to 26-Sep-2017 10:00 pm,30.14
26-Sep-2017 10:00 pm to 26-Sep-2017 11:00 pm,29.76
26-Sep-2017 11:00 pm to 27-Sep-2017 12:00 am,29.63
27-Sep-2017 12:00 am to 27-Sep-2017 01:00 am,29.38
27-Sep-2017 01:00 am to 27-Sep-2017 02:00 am,29.37
27-Sep-2017 02:00 am to 27-Sep-2017 03:00 am,28.94
27-Sep-2017 03:00 am to 27-Sep-2017 04:00 am,28.66
27-Sep-2017 04:00 am to 27-Sep-2017 05:00 am,28.59
27-Sep-2017 05:00 am to 27-Sep-2017 06:00 am,28.28
27-Sep-2017 06:00 am to 27-Sep-2017 07:00 am,28.49
27-Sep-2017 07:00 am to 27-Sep-2017 08:00 am,30.78
27-Sep-2017 08:00 am to 27-Sep-2017 09:00 am,33.49
27-Sep-2017 09:00 am to 27-Sep-2017 10:00 am,34.66
27-Sep-2017 10:00 am to 27-Sep-2017 11:00 am,36.26
27-Sep-2017 11:00 am to 27-Sep-2017 12:00 pm,37.27
27-Sep-2017 12:00 pm to 27-Sep-2017 01:00 pm,36.09
27-Sep-2017 01:00 pm to 27-Sep-2017 02:00 pm,35.33
27-Sep-2017 02:00 pm to 27-Sep-2017 03:00 pm,34.18
27-Sep-2017 03:00 pm to 27-Sep-2017 04:00 pm,33.61
27-Sep-2017 04:00 pm to 27-Sep-2017 05:00 pm,32.9
27-Sep-2017 05:00 pm to 27-Sep-2017 06:00 pm,32.26
27-Sep-2017 06:00 pm to 27-Sep-2017 07:00 pm,31.34
27-Sep-2017 07:00 pm to 27-Sep-2017 08:00 pm,31.06
27-Sep-2017 08:00 pm to 27-Sep-2017 09:00 pm,30.59
27-Sep-2017 09:00 pm to 27-Sep-2017 10:00 pm,30.25
27-Sep-2017 10:00 pm to 27-Sep-2017 11:00 pm,30.06
27-Sep-2017 11:00 pm to 28-Sep-2017 12:00 am,29.59
28-Sep-2017 12:00 am to 28-Sep-2017 01:00 am,28.88
28-Sep-2017 01:00 am to 28-Sep-2017 02:00 am,28.11
28-Sep-2017 02:00 am to 28-Sep-2017 03:00 am,28.55
28-Sep-2017 03:00 am to 28-Sep-2017 04:00 am,28.29
28-Sep-2017 04:00 am to 28-Sep-2017 05:00 am,28.18
28-Sep-2017 05:00 am to 28-Sep-2017 06:00 am,27.82
28-Sep-2017 06:00 am to 28-Sep-2017 07:00 am,29.24
28-Sep-2017 07:00 am to 28-Sep-2017 08:00 am,31.38
28-Sep-2017 08:00 am to 28-Sep-2017 09:00 am,32.81
28-Sep-2017 09:00 am to 28-Sep-2017 10:00 am,34.49
28-Sep-2017 10:00 am to 28-Sep-2017 11:00 am,36.23
28-Sep-2017 11:00 am to 28-Sep-2017 12:00 pm,37.08
28-Sep-2017 12:00 pm to 28-Sep-2017 01:00 pm,37.8
28-Sep-2017 01:00 pm to 28-Sep-2017 02:00 pm,38.29
28-Sep-2017 02:00 pm to 28-Sep-2017 03:00 pm,38.68
28-Sep-2017 03:00 pm to 28-Sep-2017 04:00 pm,30.7
28-Sep-2017 04:00 pm to 28-Sep-2017 05:00 pm,28.79
28-Sep-2017 05:00 pm to 28-Sep-2017 06:00 pm,28.36
28-Sep-2017 06:00 pm to 28-Sep-2017 07:00 pm,29.23
28-Sep-2017 07:00 pm to 28-Sep-2017 08:00 pm,29.35
28-Sep-2017 08:00 pm to 28-Sep-2017 09:00 pm,28.77
28-Sep-2017 09:00 pm to 28-Sep-2017 10:00 pm,27.73
28-Sep-2017 10:00 pm to 28-Sep-2017 11:00 pm,27.62
28-Sep-2017 11:00 pm to 29-Sep-2017 12:00 am,27.34
29-Sep-2017 12:00 am to 29-Sep-2017 01:00 am,27.31
29-Sep-2017 01:00 am to 29-Sep-2017 02:00 am,28.13
29-Sep-2017 02:00 am to 29-Sep-2017 03:00 am,28.05
29-Sep-2017 03:00 am to 29-Sep-2017 04:00 am,28.05
29-Sep-2017 04:00 am to 29-Sep-2017 05:00 am,28.06
29-Sep-2017 05:00 am to 29-Sep-2017 06:00 am,28.13
29-Sep-2017 06:00 am to 29-Sep-2017 07:00 am,28.83
29-Sep-2017 07:00 am to 29-Sep-2017 08:00 am,30.59
29-Sep-2017 08:00 am to 29-Sep-2017 09:00 am,31.46
29-Sep-2017 09:00 am to 29-Sep-2017 10:00 am,34.84
29-Sep-2017 10:00 am to 29-Sep-2017 11:00 am,36.01
29-Sep-2017 11:00 am to 29-Sep-2017 12:00 pm,35.89
29-Sep-2017 12:00 pm to 29-Sep-2017 01:00 pm,36.73
29-Sep-2017 01:00 pm to 29-Sep-2017 02:00 pm,37.51
29-Sep-2017 02:00 pm to 29-Sep-2017 03:00 pm,36.64
29-Sep-2017 03:00 pm to 29-Sep-2017 04:00 pm,33.79
29-Sep-2017 04:00 pm to 29-Sep-2017 05:00 pm,32.28
29-Sep-2017 05:00 pm to 29-Sep-2017 06:00 pm,31.12
29-Sep-2017 06:00 pm to 29-Sep-2017 07:00 pm,29.48
29-Sep-2017 07:00 pm to 29-Sep-2017 08:00 pm,28.5
29-Sep-2017 08:00 pm to 29-Sep-2017 09:00 pm,28.9
29-Sep-2017 09:00 pm to 29-Sep-2017 10:00 pm,28.58
29-Sep-2017 10:00 pm to 29-Sep-2017 11:00 pm,29.08
29-Sep-2017 11:00 pm to 30-Sep-2017 12:00 am,29.18
30-Sep-2017 12:00 am to 30-Sep-2017 01:00 am,29
30-Sep-2017 01:00 am to 30-Sep-2017 02:00 am,28.97
30-Sep-2017 02:00 am to 30-Sep-2017 03:00 am,27.91
30-Sep-2017 03:00 am to 30-Sep-2017 04:00 am,27.49
30-Sep-2017 04:00 am to 30-Sep-2017 05:00 am,27.79
30-Sep-2017 05:00 am to 30-Sep-2017 06:00 am,27.93
30-Sep-2017 06:00 am to 30-Sep-2017 07:00 am,27.38
30-Sep-2017 07:00 am to 30-Sep-2017 08:00 am,27.13
30-Sep-2017 08:00 am to 30-Sep-2017 09:00 am,26.85
30-Sep-2017 09:00 am to 30-Sep-2017 10:00 am,30.07
30-Sep-2017 10:00 am to 30-Sep-2017 11:00 am,31.91
30-Sep-2017 11:00 am to 30-Sep-2017 12:00 pm,32.14
30-Sep-2017 12:00 pm to 30-Sep-2017 01:00 pm,31.54
30-Sep-2017 01:00 pm to 30-Sep-2017 02:00 pm,31.97
30-Sep-2017 02:00 pm to 30-Sep-2017 03:00 pm,31.59
30-Sep-2017 03:00 pm to 30-Sep-2017 04:00 pm,30.47
30-Sep-2017 04:00 pm to 30-Sep-2017 05:00 pm,30.65
30-Sep-2017 05:00 pm to 30-Sep-2017 06:00 pm,30.66
30-Sep-2017 06:00 pm to 30-Sep-2017 07:00 pm,29.93
30-Sep-2017 07:00 pm to 30-Sep-2017 08:00 pm,29.58
30-Sep-2017 08:00 pm to 30-Sep-2017 09:00 pm,29.36
30-Sep-2017 09:00 pm to 30-Sep-2017 10:00 pm,29.31
30-Sep-2017 10:00 pm to 30-Sep-2017 11:00 pm,29.24
30-Sep-2017 11:00 pm to 01-Oct-2017 12:00 am,28.91
01-Oct-2017 12:00 am to 01-Oct-2017 01:00 am,28.88
01-Oct-2017 01:00 am to 01-Oct-2017 02:00 am,29.04
01-Oct-2017 02:00 am to 01-Oct-2017 03:00 am,28.72
01-Oct-2017 03:00 am to 01-Oct-2017 04:00 am,28.24
01-Oct-2017 04:00 am to 01-Oct-2017 05:00 am,27.8
01-Oct-2017 05:00 am to 01-Oct-2017 06:00 am,27.98
01-Oct-2017 06:00 am to 01-Oct-2017 07:00 am,28.55
01-Oct-2017 07:00 am to 01-Oct-2017 08:00 am,28.66
01-Oct-2017 08:00 am to 01-Oct-2017 09:00 am,29.57
01-Oct-2017 09:00 am to 01-Oct-2017 10:00 am,30.7
01-Oct-2017 10:00 am to 01-Oct-2017 11:00 am,NA
01-Oct-2017 11:00 am to 01-Oct-2017 12:00 pm,30.9
01-Oct-2017 12:00 pm to 01-Oct-2017 01:00 pm,32.1
01-Oct-2017 01:00 pm to 01-Oct-2017 02:00 pm,30.4
01-Oct-2017 02:00 pm to 01-Oct-2017 03:00 pm,NA
01-Oct-2017 03:00 pm to 01-Oct-2017 04:00 pm,NA
01-Oct-2017 04:00 pm to 01-Oct-2017 05:00 pm,32.6
01-Oct-2017 05:00 pm to 01-Oct-2017 06:00 pm,NA
01-Oct-2017 06:00 pm to 01-Oct-2017 07:00 pm,31.4
01-Oct-2017 07:00 pm to 01-Oct-2017 08:00 pm,NA
01-Oct-2017 08:00 pm to 01-Oct-2017 09:00 pm,30.08
01-Oct-2017 09:00 pm to 01-Oct-2017 10:00 pm,29.68
01-Oct-2017 10:00 pm to 01-Oct-2017 11:00 pm,29.15
01-Oct-2017 11:00 pm to 02-Oct-2017 12:00 am,28.91
02-Oct-2017 12:00 am to 02-Oct-2017 01:00 am,28.85
02-Oct-2017 01:00 am to 02-Oct-2017 02:00 am,29.02
02-Oct-2017 02:00 am to 02-Oct-2017 03:00 am,28.08
02-Oct-2017 03:00 am to 02-Oct-2017 04:00 am,28.16
02-Oct-2017 04:00 am to 02-Oct-2017 05:00 am,27.35
02-Oct-2017 05:00 am to 02-Oct-2017 06:00 am,27.6
02-Oct-2017 06:00 am to 02-Oct-2017 07:00 am,28.36
02-Oct-2017 07:00 am to 02-Oct-2017 08:00 am,29.54
02-Oct-2017 08:00 am to 02-Oct-2017 09:00 am,30.53
02-Oct-2017 09:00 am to 02-Oct-2017 10:00 am,31.58
02-Oct-2017 10:00 am to 02-Oct-2017 11:00 am,32.13
02-Oct-2017 11:00 am to 02-Oct-2017 12:00 pm,34.61
02-Oct-2017 12:00 pm to 02-Oct-2017 01:00 pm,28.82
02-Oct-2017 01:00 pm to 02-Oct-2017 02:00 pm,26.87
02-Oct-2017 02:00 pm to 02-Oct-2017 03:00 pm,28.85
02-Oct-2017 03:00 pm to 02-Oct-2017 04:00 pm,NA
02-Oct-2017 04:00 pm to 02-Oct-2017 05:00 pm,28.15
02-Oct-2017 05:00 pm to 02-Oct-2017 06:00 pm,28.13
02-Oct-2017 06:00 pm to 02-Oct-2017 07:00 pm,27.27
02-Oct-2017 07:00 pm to 02-Oct-2017 08:00 pm,27.4
02-Oct-2017 08:00 pm to 02-Oct-2017 09:00 pm,NA
02-Oct-2017 09:00 pm to 02-Oct-2017 10:00 pm,NA
02-Oct-2017 10:00 pm to 02-Oct-2017 11:00 pm,NA
02-Oct-2017 11:00 pm to 03-Oct-2017 12:00 am,NA
03-Oct-2017 12:00 am to 03-Oct-2017 01:00 am,25.95
03-Oct-2017 01:00 am to 03-Oct-2017 02:00 am,26.8
03-Oct-2017 02:00 am to 03-Oct-2017 03:00 am,NA
03-Oct-2017 03:00 am to 03-Oct-2017 04:00 am,27.88
03-Oct-2017 04:00 am to 03-Oct-2017 05:00 am,27.36
03-Oct-2017 05:00 am to 03-Oct-2017 06:00 am,27.46
03-Oct-2017 06:00 am to 03-Oct-2017 07:00 am,27.57
03-Oct-2017 07:00 am to 03-Oct-2017 08:00 am,28.62
03-Oct-2017 08:00 am to 03-Oct-2017 09:00 am,29.36
03-Oct-2017 09:00 am to 03-Oct-2017 10:00 am,30.74
03-Oct-2017 10:00 am to 03-Oct-2017 11:00 am,31.68
03-Oct-2017 11:00 am to 03-Oct-2017 12:00 pm,32.38
03-Oct-2017 12:00 pm to 03-Oct-2017 01:00 pm,33.58
03-Oct-2017 01:00 pm to 03-Oct-2017 02:00 pm,34.58
03-Oct-2017 02:00 pm to 03-Oct-2017 03:00 pm,32.65
03-Oct-2017 03:00 pm to 03-Oct-2017 04:00 pm,31.68
03-Oct-2017 04:00 pm to 03-Oct-2017 05:00 pm,32.75
03-Oct-2017 05:00 pm to 03-Oct-2017 06:00 pm,30.98
03-Oct-2017 06:00 pm to 03-Oct-2017 07:00 pm,30.28
03-Oct-2017 07:00 pm to 03-Oct-2017 08:00 pm,29.83
03-Oct-2017 08:00 pm to 03-Oct-2017 09:00 pm,29.6
03-Oct-2017 09:00 pm to 03-Oct-2017 10:00 pm,29.27
03-Oct-2017 10:00 pm to 03-Oct-2017 11:00 pm,28.72
03-Oct-2017 11:00 pm to 04-Oct-2017 12:00 am,27.89
04-Oct-2017 12:00 am to 04-Oct-2017 01:00 am,28.56
04-Oct-2017 01:00 am to 04-Oct-2017 02:00 am,28.01
04-Oct-2017 02:00 am to 04-Oct-2017 03:00 am,28.56
04-Oct-2017 03:00 am to 04-Oct-2017 04:00 am,28.54
04-Oct-2017 04:00 am to 04-Oct-2017 05:00 am,28.77
04-Oct-2017 05:00 am to 04-Oct-2017 06:00 am,28.52
04-Oct-2017 06:00 am to 04-Oct-2017 07:00 am,28.31
04-Oct-2017 07:00 am to 04-Oct-2017 08:00 am,29.72
04-Oct-2017 08:00 am to 04-Oct-2017 09:00 am,31.67
04-Oct-2017 09:00 am to 04-Oct-2017 10:00 am,32.64
04-Oct-2017 10:00 am to 04-Oct-2017 11:00 am,34.31
04-Oct-2017 11:00 am to 04-Oct-2017 12:00 pm,34.34
04-Oct-2017 12:00 pm to 04-Oct-2017 01:00 pm,34.8
04-Oct-2017 01:00 pm to 04-Oct-2017 02:00 pm,35.17
04-Oct-2017 02:00 pm to 04-Oct-2017 03:00 pm,NA
04-Oct-2017 03:00 pm to 04-Oct-2017 04:00 pm,NA
04-Oct-2017 04:00 pm to 04-Oct-2017 05:00 pm,NA
04-Oct-2017 05:00 pm to 04-Oct-2017 06:00 pm,30.63
04-Oct-2017 06:00 pm to 04-Oct-2017 07:00 pm,30.07
04-Oct-2017 07:00 pm to 04-Oct-2017 08:00 pm,30.2
04-Oct-2017 08:00 pm to 04-Oct-2017 09:00 pm,29.96
04-Oct-2017 09:00 pm to 04-Oct-2017 10:00 pm,29.69
04-Oct-2017 10:00 pm to 04-Oct-2017 11:00 pm,29.51
04-Oct-2017 11:00 pm to 05-Oct-2017 12:00 am,28.99
05-Oct-2017 12:00 am to 05-Oct-2017 01:00 am,28.23
05-Oct-2017 01:00 am to 05-Oct-2017 02:00 am,28.62
05-Oct-2017 02:00 am to 05-Oct-2017 03:00 am,28.1
05-Oct-2017 03:00 am to 05-Oct-2017 04:00 am,28.17
05-Oct-2017 04:00 am to 05-Oct-2017 05:00 am,28.35
05-Oct-2017 05:00 am to 05-Oct-2017 06:00 am,28.66
05-Oct-2017 06:00 am to 05-Oct-2017 07:00 am,28.67
05-Oct-2017 07:00 am to 05-Oct-2017 08:00 am,29.78
05-Oct-2017 08:00 am to 05-Oct-2017 09:00 am,29.94
05-Oct-2017 09:00 am to 05-Oct-2017 10:00 am,32.51
05-Oct-2017 10:00 am to 05-Oct-2017 11:00 am,33.37
05-Oct-2017 11:00 am to 05-Oct-2017 12:00 pm,34.66
05-Oct-2017 12:00 pm to 05-Oct-2017 01:00 pm,32.79
05-Oct-2017 01:00 pm to 05-Oct-2017 02:00 pm,34.39
05-Oct-2017 02:00 pm to 05-Oct-2017 03:00 pm,32.41
05-Oct-2017 03:00 pm to 05-Oct-2017 04:00 pm,31.48
05-Oct-2017 04:00 pm to 05-Oct-2017 05:00 pm,30.94
05-Oct-2017 05:00 pm to 05-Oct-2017 06:00 pm,30.1
05-Oct-2017 06:00 pm to 05-Oct-2017 07:00 pm,30.08
05-Oct-2017 07:00 pm to 05-Oct-2017 08:00 pm,29.81
05-Oct-2017 08:00 pm to 05-Oct-2017 09:00 pm,29.2
05-Oct-2017 09:00 pm to 05-Oct-2017 10:00 pm,29.31
05-Oct-2017 10:00 pm to 05-Oct-2017 11:00 pm,29.13
05-Oct-2017 11:00 pm to 06-Oct-2017 12:00 am,29.16
06-Oct-2017 12:00 am to 06-Oct-2017 01:00 am,29.27
06-Oct-2017 01:00 am to 06-Oct-2017 02:00 am,29
06-Oct-2017 02:00 am to 06-Oct-2017 03:00 am,28.64
06-Oct-2017 03:00 am to 06-Oct-2017 04:00 am,NA
06-Oct-2017 04:00 am to 06-Oct-2017 05:00 am,NA
06-Oct-2017 05:00 am to 06-Oct-2017 06:00 am,NA
06-Oct-2017 06:00 am to 06-Oct-2017 07:00 am,NA
06-Oct-2017 07:00 am to 06-Oct-2017 08:00 am,NA
06-Oct-2017 08:00 am to 06-Oct-2017 09:00 am,29.94
06-Oct-2017 09:00 am to 06-Oct-2017 10:00 am,30.02
06-Oct-2017 10:00 am to 06-Oct-2017 11:00 am,30.83
06-Oct-2017 11:00 am to 06-Oct-2017 12:00 pm,30.05
06-Oct-2017 12:00 pm to 06-Oct-2017 01:00 pm,30.91
06-Oct-2017 01:00 pm to 06-Oct-2017 02:00 pm,30.57
06-Oct-2017 02:00 pm to 06-Oct-2017 03:00 pm,30.09
06-Oct-2017 03:00 pm to 06-Oct-2017 04:00 pm,29.47
06-Oct-2017 04:00 pm to 06-Oct-2017 05:00 pm,29.16
06-Oct-2017 05:00 pm to 06-Oct-2017 06:00 pm,28.82
06-Oct-2017 06:00 pm to 06-Oct-2017 07:00 pm,28.34
06-Oct-2017 07:00 pm to 06-Oct-2017 08:00 pm,28.31
06-Oct-2017 08:00 pm to 06-Oct-2017 09:00 pm,28.09
06-Oct-2017 09:00 pm to 06-Oct-2017 10:00 pm,27.89
06-Oct-2017 10:00 pm to 06-Oct-2017 11:00 pm,27.63
06-Oct-2017 11:00 pm to 07-Oct-2017 12:00 am,27.59
07-Oct-2017 12:00 am to 07-Oct-2017 01:00 am,27.31
07-Oct-2017 01:00 am to 07-Oct-2017 02:00 am,27.32
